Info,Version=1.0.0,Template=fx_category_template_EBAY_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),CustomLabel,*Category,StoreCategory,*Title,Subtitle,Relationship,RelationshipDetails,ScheduleTime,*ConditionID,C:Series Title,C:Character,C:Genre,C:Artist/Writer,C:Publisher,C:Superhero Team,C:Publication Year,C:Format,C:Era,C:Type,C:Grade,C:Professional Grader,C:Tradition,C:Certification Number,C:Universe,C:Features,C:Cover Artist,C:Signed By,C:Unit of Sale,C:Signed,C:Inscribed,C:Personalized,C:Vintage,C:Story Title,C:Style,C:Variant Type,C:Language,C:Country of Origin,C:Convention/Event,C:Autograph Authentication,C:Intended Audience,C:Autograph Authentication Number,C:California Prop 65 Warning,C:Issue Number,C:Unit Quantity,C:Unit Type,PicURL,GalleryType,VideoID,*Description,*Format,*Duration,*StartPrice,BuyItNowPrice,BestOfferEnabled,BestOfferAutoAcceptPrice,MinimumBestOfferPrice,*Quantity,ImmediatePayRequired,*Location,ShippingType,ShippingService-1:Option,ShippingService-1:Cost,ShippingService-2:Option,ShippingService-2:Cost,*DispatchTimeMax,PromotionalShippingDiscount,ShippingDiscountProfileID,*ReturnsAcceptedOption,ReturnsWithinOption,RefundOption,ShippingCostPaidByOption,AdditionalDetails,ShippingProfileName,ReturnProfileName,PaymentProfileName,ProductCompliancePolicyID,Regional ProductCompliancePolicies,Product Safety Pictograms,Product Safety Statements,Product Safety Component,Regulatory Document Ids,Manufacturer Name,Manufacturer AddressLine1,Manufacturer AddressLine2,Manufacturer City,Manufacturer Country,Manufacturer PostalCode,Manufacturer StateOrProvince,Manufacturer Phone,Manufacturer Email,Manufacturer ContactURL,Responsible Person 1,Responsible Person 1 Type,Responsible Person 1 AddressLine1,Responsible Person 1 AddressLine2,Responsible Person 1 City,Responsible Person 1 Country,Responsible Person 1 PostalCode,Responsible Person 1 StateOrProvince,Responsible Person 1 Phone,Responsible Person 1 Email,Responsible Person 1 ContactURL
Add ,,259104,,,,,,,4000-Very Good,,,Superheroes,,,,,,,,,,US Comics,,,,,,Single Issue,No,No,No,,,Color,,English,United States ,,,General Audience,,,,,,,,,,FixedPrice,GTC,,,,,,,,19014,,,,,,,,,,,,,,Single Book - (ID: 261714543021),"Returns Accepted,Seller,30 Days,Money Back,In - (ID: 227092209021)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
